employee_id,age,country,industry,work_mode,year,weekly_hours_worked,tasks_completed,productivity_score,sleep_hours_avg,exercise_frequency_per_week,mental_health_score,burnout_level,job_satisfaction,salary_usd
EMP014076,53,UK,Tech,Remote,2020,33.5,101,100,7.7,6,100,Low,11.0,77823.4
EMP014077,44,Italy,Healthcare,Remote,2018,38.0,109,100,7.2,5,100,Low,9.2,74539.52
EMP014078,53,Canada,Education,Remote,2024,46.3,93,86,4.1,2,64,Medium,6.7,87632.97
EMP014079,42,Canada,Tech,Remote,2019,59.2,84,79,5.0,1,75,High,6.8,116968.43
EMP014080,48,Italy,Finance,On-site,2018,44.4,108,100,8.5,5,100,Medium,9.4,147154.3
EMP014081,40,UK,Tech,On-site,2023,49.8,103,100,8.4,6,100,Medium,10.1,114519.47
EMP014082,24,UK,Healthcare,On-site,2025,59.9,71,82,5.6,4,82,High,9.0,125197.44
EMP014083,26,Australia,Finance,On-site,2025,30.1,83,100,7.4,1,100,Low,9.7,148840.29
EMP014084,48,Italy,Education,On-site,2021,58.5,92,85,6.1,3,86,High,8.1,102416.82
EMP014085,36,Canada,Tech,Remote,2024,38.0,83,100,7.6,6,100,Low,9.8,122130.58
EMP014086,42,Canada,Tech,Hybrid,2020,56.1,81,95,7.9,0,100,High,10.8,56677.8
EMP014087,39,Australia,Education,Remote,2020,57.5,69,84,5.4,6,82,High,9.1,147191.85
EMP014088,38,UK,Tech,Hybrid,2022,38.5,119,100,6.8,2,100,Low,10.4,80895.97
EMP014089,56,UK,Retail,Remote,2024,48.2,95,97,5.9,0,92,Medium,9.0,114876.12
EMP014090,42,India,Education,On-site,2018,54.1,102,90,5.4,3,93,High,9.3,148795.36
EMP014091,47,Canada,Healthcare,Remote,2019,46.2,98,100,7.9,4,100,Medium,9.7,110472.51
EMP014092,29,Australia,Education,Remote,2020,31.5,81,100,5.8,3,100,Low,9.7,109318.87
EMP014093,46,Australia,Finance,Hybrid,2022,57.3,76,91,6.7,0,90,High,8.3,112788.5
EMP014094,22,UK,Retail,Hybrid,2021,43.2,81,100,7.1,0,100,Low,10.0,147188.17
EMP014095,37,Australia,Tech,Hybrid,2018,52.1,101,97,7.1,5,100,High,10.1,39154.12
EMP014096,27,Canada,Finance,Hybrid,2021,46.5,88,100,8.2,6,100,Medium,9.8,133352.58
EMP014097,32,Canada,Retail,Remote,2020,47.6,116,100,8.3,3,99,Medium,9.3,82584.21
EMP014098,46,Australia,Retail,Hybrid,2022,46.3,99,96,4.2,0,79,Medium,7.1,46290.63
EMP014099,52,India,Tech,On-site,2019,49.7,96,100,8.9,5,100,Medium,10.9,129109.17
EMP014100,46,Germany,Finance,On-site,2022,47.4,107,97,5.2,2,89,Medium,9.7,44093.35
EMP014101,52,Italy,Tech,Hybrid,2020,51.5,88,77,4.2,1,78,Medium,8.7,66576.15
EMP014102,52,France,Retail,Remote,2019,45.8,86,100,7.5,5,100,Medium,9.1,62778.59
EMP014103,31,Australia,Healthcare,Remote,2018,50.6,89,99,7.2,4,100,Medium,10.8,78113.49
EMP014104,38,Australia,Education,Hybrid,2023,31.2,116,100,8.7,2,100,Low,10.3,91993.78
EMP014105,46,Italy,Retail,On-site,2019,48.3,100,85,5.6,5,84,Medium,7.8,80937.36
EMP014106,59,Canada,Education,Hybrid,2020,31.3,99,100,4.5,1,100,Low,10.7,51675.08
EMP014107,34,France,Healthcare,On-site,2019,44.5,112,99,7.0,1,99,Medium,10.0,93525.95
EMP014108,53,Australia,Healthcare,On-site,2023,54.9,104,96,8.5,3,100,High,9.8,32231.33
EMP014109,35,India,Finance,Hybrid,2022,32.4,109,100,5.6,4,100,Low,10.2,52408.47
EMP014110,59,UK,Retail,Hybrid,2024,44.6,117,100,8.9,0,100,Medium,9.1,124784.94
EMP014111,56,USA,Retail,Hybrid,2023,39.5,87,96,5.4,6,95,Low,8.6,123564.36
EMP014112,42,India,Finance,On-site,2021,38.9,105,100,8.0,6,100,Low,9.4,68245.53
EMP014113,45,Australia,Tech,Hybrid,2024,41.5,80,89,4.8,2,92,Low,9.0,51742.74
EMP014114,40,Germany,Retail,Remote,2018,51.3,88,100,8.3,3,100,Medium,10.1,119606.28
EMP014115,34,Australia,Education,Remote,2019,57.8,98,96,8.0,5,100,High,9.6,88777.75
EMP014116,28,Italy,Healthcare,Remote,2022,30.4,102,100,7.9,0,100,Low,9.6,136596.52
EMP014117,52,Canada,Finance,Remote,2019,34.8,112,100,7.7,3,100,Low,10.3,147315.74
EMP014118,48,USA,Healthcare,Remote,2024,39.3,86,100,6.2,1,99,Low,9.0,137058.45
EMP014119,34,India,Education,On-site,2019,37.7,115,100,5.9,2,95,Low,9.1,91634.1
EMP014120,47,Italy,Healthcare,On-site,2023,38.9,85,96,6.2,1,100,Low,10.3,129006.17
EMP014121,33,India,Education,Remote,2018,58.7,86,82,4.9,0,70,High,6.2,142412.07
EMP014122,44,Canada,Tech,Hybrid,2020,50.8,96,89,4.8,6,76,Medium,6.8,37414.35
EMP014123,34,UK,Retail,Hybrid,2024,43.3,94,94,5.0,6,90,Low,9.3,38019.65
EMP014124,23,India,Healthcare,Hybrid,2019,30.8,108,100,4.3,5,100,Low,10.1,70413.88
EMP014125,59,France,Healthcare,On-site,2023,32.3,98,100,7.9,0,100,Low,10.3,30220.86
EMP014126,22,USA,Healthcare,Remote,2025,34.3,90,100,6.7,6,100,Low,10.5,31434.64
EMP014127,26,France,Finance,On-site,2022,46.5,116,100,8.4,6,100,Medium,9.7,109622.52
EMP014128,36,Canada,Retail,On-site,2019,38.6,78,93,5.7,0,100,Low,9.8,91805.36
EMP014129,26,USA,Finance,Hybrid,2022,57.0,76,79,4.7,6,80,High,8.5,67306.63
EMP014130,55,Italy,Healthcare,Hybrid,2018,37.1,115,99,5.5,1,98,Low,10.2,52198.44
EMP014131,38,USA,Education,Remote,2021,46.2,75,88,4.5,6,85,Medium,9.3,116660.06
EMP014132,52,Germany,Finance,Hybrid,2019,30.3,99,100,6.3,5,100,Low,9.8,75601.14
EMP014133,48,UK,Retail,On-site,2022,38.3,85,100,5.0,6,99,Low,9.8,36158.53
EMP014134,48,India,Healthcare,Hybrid,2024,46.3,94,100,7.2,2,100,Medium,9.1,55889.98
EMP014135,37,India,Education,On-site,2020,37.5,111,100,5.5,0,93,Low,9.1,37506.88
EMP014136,42,Australia,Retail,Hybrid,2018,55.1,80,83,6.2,1,87,High,9.6,50127.68
EMP014137,22,Australia,Retail,Remote,2025,59.2,92,88,6.9,3,90,High,8.5,133257.66
EMP014138,22,Italy,Healthcare,Hybrid,2021,46.0,90,100,7.5,4,99,Medium,10.4,136905.16
EMP014139,27,UK,Finance,Hybrid,2019,33.0,111,99,5.3,3,93,Low,9.7,61646.69
EMP014140,33,India,Healthcare,Remote,2022,49.3,85,84,4.1,2,77,Medium,8.1,149735.32
EMP014141,23,Canada,Education,Remote,2018,49.8,85,98,6.9,3,88,Medium,8.8,147732.06
EMP014142,51,France,Retail,On-site,2025,42.7,82,100,7.8,3,100,Low,10.8,87720.02
EMP014143,34,India,Healthcare,On-site,2018,35.7,118,100,5.8,5,99,Low,9.8,74710.12
EMP014144,25,Italy,Retail,Remote,2025,35.9,119,100,7.3,6,100,Low,9.4,145594.12
EMP014145,51,Canada,Healthcare,Remote,2018,58.2,98,85,6.4,2,82,High,7.2,64898.38
EMP014146,25,UK,Finance,Remote,2023,44.9,103,94,6.3,1,91,Medium,8.6,54648.76
EMP014147,38,France,Tech,Hybrid,2021,44.3,95,100,6.8,6,95,Medium,9.5,103501.06
EMP014148,58,Australia,Retail,Hybrid,2021,36.1,110,99,5.1,0,100,Low,9.1,125944.31
EMP014149,23,France,Healthcare,Remote,2019,49.2,79,95,6.0,1,90,Medium,9.7,42082.42
EMP014150,50,Australia,Finance,On-site,2025,34.1,98,92,4.8,4,100,Low,10.6,76990.31
EMP014151,53,Germany,Healthcare,Remote,2022,41.6,78,98,7.1,3,100,Low,9.3,141162.07
EMP014152,41,Australia,Education,Hybrid,2021,58.8,72,73,4.4,0,74,High,6.8,44140.37
EMP014153,52,UK,Education,On-site,2021,53.6,92,100,8.8,5,100,High,10.1,94090.56
EMP014154,23,UK,Healthcare,Hybrid,2019,57.1,109,93,7.3,6,100,High,10.8,41009.71
EMP014155,34,Germany,Tech,Hybrid,2018,51.9,66,78,4.8,4,87,Medium,9.4,32612.38
EMP014156,43,Canada,Education,On-site,2020,47.7,86,97,5.0,4,99,Medium,10.5,146349.63
EMP014157,57,Germany,Retail,On-site,2022,37.9,107,100,8.1,6,100,Low,9.5,142155.52
EMP014158,59,UK,Retail,Remote,2018,43.0,118,100,8.6,5,100,Low,10.1,70139.95
EMP014159,29,Germany,Education,Hybrid,2021,49.6,87,81,4.8,0,92,Medium,8.5,144199.67
EMP014160,38,UK,Retail,Hybrid,2022,33.7,73,88,4.8,2,94,Low,9.9,114080.32
EMP014161,25,France,Tech,Remote,2020,56.8,73,74,5.5,2,85,High,9.1,115679.14
EMP014162,42,UK,Education,Hybrid,2021,47.5,81,100,8.0,0,100,Medium,10.7,52192.74
EMP014163,26,UK,Tech,Remote,2025,41.5,97,94,4.9,6,100,Low,10.8,104350.43
EMP014164,46,UK,Healthcare,Hybrid,2024,41.0,104,96,6.5,1,100,Low,10.8,146845.87
EMP014165,45,UK,Finance,On-site,2023,40.7,99,100,5.6,2,100,Low,9.3,114123.52
EMP014166,55,UK,Finance,Remote,2024,47.2,85,97,7.9,3,100,Medium,10.5,104655.41
EMP014167,38,France,Healthcare,Remote,2022,46.2,111,100,8.1,3,100,Medium,10.4,82168.44
EMP014168,40,Australia,Healthcare,On-site,2025,54.5,75,83,5.8,6,88,High,9.1,147315.4
EMP014169,30,Germany,Healthcare,On-site,2021,53.0,89,80,4.0,5,88,High,7.9,128154.17
EMP014170,27,UK,Retail,Hybrid,2022,35.6,92,100,7.4,2,100,Low,10.2,39714.85
EMP014171,58,USA,Retail,On-site,2020,36.4,104,100,7.8,6,100,Low,9.3,84107.96
EMP014172,40,Germany,Healthcare,On-site,2023,48.6,88,90,6.7,1,97,Medium,9.0,125709.97
EMP014173,48,Germany,Tech,Hybrid,2019,43.8,118,100,8.7,6,100,Low,9.5,145128.92
EMP014174,50,Canada,Retail,On-site,2018,49.0,76,93,6.6,3,100,Medium,9.3,107441.44
EMP014175,46,France,Retail,Hybrid,2020,48.7,90,100,8.6,5,100,Medium,10.9,113815.21
EMP014176,34,Italy,Finance,Remote,2023,57.2,91,100,6.9,2,99,High,9.3,89460.82
EMP014177,45,USA,Tech,Remote,2025,34.5,93,91,4.9,5,95,Low,10.4,144554.09
EMP014178,59,France,Healthcare,On-site,2019,53.5,95,100,8.2,2,100,High,10.5,117170.95
EMP014179,27,Germany,Finance,Remote,2020,48.9,94,83,5.6,1,87,Medium,9.3,136904.94
EMP014180,21,India,Education,Remote,2022,50.1,80,88,6.1,0,89,Medium,8.2,85595.21
EMP014181,59,Canada,Finance,Hybrid,2020,53.3,71,82,5.2,1,88,High,9.6,64987.63
EMP014182,36,Australia,Education,Hybrid,2024,47.8,88,100,6.6,4,88,Medium,7.8,81310.4
EMP014183,58,Italy,Finance,Remote,2024,56.4,79,90,8.6,0,94,High,8.9,96335.35
EMP014184,59,USA,Education,Remote,2023,43.0,103,100,7.3,2,99,Low,9.2,78917.19
EMP014185,53,Italy,Education,Hybrid,2019,43.3,118,100,7.1,3,100,Low,9.2,90487.23
EMP014186,56,Italy,Finance,Remote,2025,32.1,119,100,7.5,5,100,Low,9.5,107146.04
EMP014187,56,India,Finance,On-site,2019,57.4,83,84,5.3,2,83,High,8.2,77852.27
EMP014188,52,India,Retail,Remote,2023,41.5,100,93,5.4,4,96,Low,9.2,52160.74
EMP014189,37,France,Tech,On-site,2022,52.8,97,99,7.4,4,100,High,9.2,61456.35
EMP014190,24,USA,Tech,On-site,2021,55.7,79,80,6.2,2,85,High,8.2,145169.44
EMP014191,22,Germany,Retail,On-site,2024,49.4,70,85,5.3,1,83,Medium,8.0,65244.42
EMP014192,45,UK,Healthcare,Remote,2021,56.8,108,100,8.5,6,96,High,10.2,47671.21
EMP014193,50,Australia,Healthcare,On-site,2022,32.6,100,100,5.9,0,98,Low,9.3,146277.12
EMP014194,23,India,Education,Hybrid,2024,55.9,106,100,8.5,4,100,High,10.4,79876.52
EMP014195,56,Italy,Tech,Remote,2018,31.7,86,100,5.5,6,100,Low,10.7,75295.22
EMP014196,25,USA,Retail,On-site,2021,39.9,114,100,8.4,6,100,Low,9.1,61457.04
EMP014197,45,UK,Education,Remote,2024,32.0,81,100,8.7,4,100,Low,10.9,55276.32
EMP014198,22,Italy,Education,Hybrid,2021,54.3,113,100,8.4,5,100,High,9.6,32605.64
EMP014199,32,UK,Tech,On-site,2021,34.3,80,100,6.6,0,96,Low,10.5,130405.32
EMP014200,53,Canada,Education,Remote,2019,43.8,110,100,6.3,4,100,Low,10.5,63878.31
EMP014201,49,Canada,Healthcare,On-site,2019,52.7,111,96,8.1,6,100,High,10.7,81581.91
EMP014202,35,France,Retail,On-site,2023,54.1,72,77,4.7,5,79,High,8.9,75228.15
EMP014203,52,Italy,Finance,Remote,2018,51.0,99,100,8.1,4,100,Medium,10.6,147755.72
EMP014204,42,Australia,Finance,On-site,2021,53.1,77,82,5.9,6,93,High,8.9,39618.41
EMP014205,24,France,Education,On-site,2021,50.5,96,100,8.4,6,100,Medium,10.5,58675.52
EMP014206,38,Germany,Retail,Hybrid,2025,32.2,114,100,8.8,6,100,Low,9.8,125563.23
EMP014207,47,Italy,Tech,Remote,2024,58.9,65,72,4.1,0,87,High,7.9,79336.47
EMP014208,37,France,Education,Hybrid,2023,53.6,78,85,4.2,1,78,High,8.3,59741.06
EMP014209,54,USA,Education,Hybrid,2024,54.3,87,91,7.5,6,96,High,10.2,120294.93
EMP014210,57,Australia,Retail,Remote,2025,51.2,119,100,8.8,3,100,Medium,10.7,75804.24
EMP014211,30,Italy,Healthcare,Hybrid,2022,39.7,95,100,8.2,0,100,Low,10.5,116854.42
EMP014212,25,Canada,Tech,Hybrid,2023,50.0,92,88,5.3,2,97,Medium,8.9,135051.21
EMP014213,23,Germany,Finance,Hybrid,2018,46.3,100,89,4.7,2,93,Medium,8.4,121535.73
EMP014214,28,Canada,Education,Hybrid,2019,37.8,117,100,8.3,3,100,Low,10.7,135771.56
EMP014215,52,Italy,Tech,On-site,2020,50.4,79,89,7.8,4,95,Medium,10.2,95921.55
EMP014216,34,USA,Retail,Hybrid,2019,30.5,95,100,6.0,0,100,Low,10.4,127646.76
EMP014217,43,UK,Education,On-site,2022,53.4,87,84,5.6,3,88,High,9.6,58530.68
EMP014218,23,Germany,Tech,Hybrid,2022,50.5,102,91,5.3,4,97,Medium,10.1,53391.96
EMP014219,58,France,Retail,Hybrid,2021,59.0,70,84,5.9,4,92,High,8.6,143252.82
EMP014220,27,India,Education,Hybrid,2021,46.9,91,100,7.4,0,98,Medium,10.6,143527.1
EMP014221,36,Australia,Retail,On-site,2024,39.4,86,94,4.5,3,98,Low,9.4,142864.16
EMP014222,40,India,Retail,Remote,2022,47.7,105,91,4.5,6,93,Medium,9.1,104781.15
EMP014223,59,Canada,Finance,Remote,2025,32.2,89,100,7.0,4,100,Low,9.8,37662.57
EMP014224,25,USA,Healthcare,Remote,2022,53.5,101,90,5.0,6,85,High,9.1,110366.33
EMP014225,35,Italy,Retail,On-site,2020,31.3,109,100,4.9,4,100,Low,10.4,83431.51
EMP014226,36,India,Finance,Hybrid,2020,46.7,92,100,7.4,5,100,Medium,11.0,69178.69
EMP014227,25,USA,Tech,Hybrid,2022,31.0,77,92,5.0,0,97,Low,10.1,53323.83
EMP014228,45,India,Tech,On-site,2021,48.1,101,100,8.7,0,100,Medium,9.7,136867.19
EMP014229,38,Canada,Finance,Hybrid,2024,44.2,84,97,6.2,3,96,Medium,9.1,104917.36
EMP014230,58,USA,Tech,On-site,2025,50.5,95,93,5.6,4,100,Medium,10.3,133412.24
EMP014231,56,Canada,Finance,Remote,2022,41.9,73,92,6.1,1,100,Low,10.2,97836.34
EMP014232,41,Canada,Retail,Remote,2018,44.4,99,100,7.4,2,100,Medium,10.8,83522.21
EMP014233,28,Canada,Tech,Remote,2018,55.4,101,93,6.4,6,97,High,9.3,99840.28
EMP014234,30,Australia,Healthcare,Remote,2020,48.6,63,72,4.0,5,79,Medium,7.5,60420.73
EMP014235,54,Germany,Retail,Remote,2019,47.5,77,83,4.8,0,100,Medium,9.3,117374.5
EMP014236,47,India,Tech,On-site,2023,42.3,90,93,7.1,5,100,Low,9.9,52628.33
EMP014237,30,India,Education,Hybrid,2024,47.4,90,95,5.8,4,82,Medium,7.5,37070.42
EMP014238,25,Germany,Healthcare,On-site,2023,33.6,86,100,6.3,6,100,Low,10.3,37841.05
EMP014239,30,Italy,Finance,On-site,2022,37.7,96,100,7.7,2,100,Low,9.3,48457.46
EMP014240,39,UK,Healthcare,On-site,2022,57.6,102,86,5.2,2,84,High,8.5,42457.41
EMP014241,57,Canada,Retail,On-site,2018,55.1,79,84,5.3,6,88,High,7.9,73574.88
EMP014242,21,USA,Education,On-site,2019,35.6,96,100,5.0,5,100,Low,10.1,31789.11
EMP014243,42,Canada,Tech,On-site,2024,44.7,87,100,7.8,0,100,Medium,10.8,138331.14
EMP014244,43,USA,Retail,On-site,2025,38.2,103,90,4.7,1,78,Low,8.6,100447.17
EMP014245,46,France,Tech,Remote,2025,33.7,104,100,8.8,3,100,Low,9.5,60544.89
EMP014246,24,UK,Healthcare,On-site,2024,33.3,109,100,7.7,4,100,Low,10.5,38510.46
EMP014247,32,UK,Healthcare,On-site,2021,49.5,102,88,4.7,0,81,Medium,7.5,127014.16
EMP014248,56,USA,Finance,On-site,2018,54.4,79,92,7.4,2,100,High,9.9,44578.44
EMP014249,52,France,Education,On-site,2023,43.5,83,93,5.0,3,95,Low,9.1,58252.44
EMP014250,49,Canada,Tech,On-site,2024,48.1,96,100,7.5,3,100,Medium,10.8,108273.32
EMP014251,50,France,Retail,Remote,2019,59.8,85,98,7.9,2,100,High,10.5,73712.09
EMP014252,32,UK,Education,Remote,2023,52.6,93,97,7.0,3,95,High,10.2,67487.04
EMP014253,48,Italy,Healthcare,Hybrid,2019,56.7,90,84,6.0,2,83,High,7.6,139947.7
EMP014254,46,USA,Finance,Remote,2018,31.6,80,100,6.6,6,100,Low,10.6,55651.44
EMP014255,56,Canada,Tech,On-site,2025,48.9,97,89,5.4,0,84,Medium,8.1,104792.5
EMP014256,24,India,Tech,Remote,2018,42.5,92,95,5.4,6,91,Low,8.5,140188.52
EMP014257,50,France,Tech,Remote,2020,55.3,91,92,8.6,2,100,High,9.8,83965.52
EMP014258,57,France,Finance,Hybrid,2019,35.5,112,100,8.2,1,100,Low,9.8,42744.92
EMP014259,45,Australia,Finance,On-site,2024,43.6,112,100,4.9,6,95,Low,8.9,109441.92
EMP014260,34,USA,Education,Hybrid,2025,40.7,114,100,8.2,2,100,Low,9.3,123850.48
EMP014261,21,Italy,Healthcare,Hybrid,2024,34.7,81,100,7.2,6,100,Low,10.2,84193.82
EMP014262,23,USA,Finance,Remote,2024,37.9,118,100,5.8,3,100,Low,9.1,105328.14
EMP014263,37,UK,Education,Remote,2024,58.2,71,86,6.0,1,100,High,9.9,66871.54
EMP014264,57,India,Finance,Remote,2022,44.1,90,100,7.2,4,100,Medium,9.4,99345.7
EMP014265,54,France,Finance,On-site,2024,38.0,98,100,5.0,3,100,Low,9.3,83026.32
EMP014266,52,UK,Tech,On-site,2022,44.3,80,100,7.9,1,100,Medium,9.4,90503.47
EMP014267,54,UK,Finance,Remote,2018,41.0,88,100,7.4,1,100,Low,10.3,102863.6
EMP014268,49,India,Tech,Remote,2018,36.0,83,100,6.3,4,100,Low,10.5,81079.59
EMP014269,57,UK,Tech,On-site,2025,45.8,72,88,4.4,1,91,Medium,8.3,146455.48
EMP014270,44,Canada,Finance,Hybrid,2018,44.7,98,100,5.1,6,84,Medium,8.0,88145.52
EMP014271,54,Australia,Education,Hybrid,2023,36.3,85,100,6.0,3,100,Low,9.5,117014.2
EMP014272,42,France,Tech,Remote,2022,39.7,87,99,6.8,4,100,Low,10.0,46170.57
EMP014273,42,Italy,Retail,On-site,2018,33.0,108,100,8.8,2,100,Low,9.2,82518.25
EMP014274,50,UK,Healthcare,Hybrid,2025,57.0,89,90,8.2,3,100,High,10.4,42762.19
EMP014275,32,Canada,Healthcare,On-site,2024,54.2,104,100,8.6,1,100,High,10.8,109915.79
EMP014276,54,Canada,Finance,Remote,2024,53.5,77,74,4.7,4,85,High,8.4,62485.07
EMP014277,47,Germany,Tech,Remote,2018,45.7,89,99,7.2,3,100,Medium,10.0,108277.75
EMP014278,59,Canada,Education,Hybrid,2025,55.4,86,86,5.3,5,94,High,8.7,124514.43
EMP014279,27,India,Healthcare,Hybrid,2023,35.2,119,100,6.2,4,100,Low,9.6,110716.63
EMP014280,59,India,Retail,Hybrid,2023,35.2,72,89,5.5,4,93,Low,8.8,120522.7
EMP014281,21,India,Healthcare,Hybrid,2024,55.8,85,90,6.1,5,85,High,9.2,149965.59
EMP014282,31,Australia,Finance,Hybrid,2019,38.9,89,100,8.8,6,100,Low,10.1,39894.91
EMP014283,35,India,Tech,On-site,2021,41.4,108,94,5.1,0,97,Low,9.7,36558.29
EMP014284,36,Australia,Retail,Remote,2022,46.4,107,99,5.8,1,87,Medium,8.2,75487.93
EMP014285,39,USA,Tech,Hybrid,2025,41.1,106,91,6.1,3,88,Low,9.3,127402.03
EMP014286,43,Italy,Education,Hybrid,2020,49.8,81,85,6.3,3,89,Medium,9.1,118694.24
EMP014287,28,Australia,Tech,On-site,2022,34.0,105,94,4.2,6,93,Low,9.5,72930.91
EMP014288,58,Italy,Retail,Remote,2020,43.0,97,96,6.7,6,100,Low,10.1,143471.73
EMP014289,27,France,Finance,Remote,2020,55.9,71,84,4.1,6,79,High,7.4,69944.17
EMP014290,26,USA,Education,Remote,2020,48.6,96,84,4.8,6,92,Medium,8.8,113065.15
EMP014291,28,Italy,Tech,On-site,2022,42.5,83,100,7.3,4,100,Low,9.6,45286.34
EMP014292,43,Canada,Retail,Remote,2020,52.3,71,89,6.4,6,89,High,8.3,61992.83
EMP014293,40,USA,Finance,On-site,2025,56.5,108,98,7.7,6,100,High,9.2,125657.5
EMP014294,52,Germany,Education,On-site,2022,35.8,96,100,8.6,5,100,Low,9.8,72681.23
EMP014295,22,Germany,Finance,Hybrid,2021,56.1,92,96,8.5,1,96,High,9.5,104290.26
EMP014296,38,USA,Finance,Hybrid,2025,46.2,80,89,5.0,1,91,Medium,9.6,65939.43
EMP014297,54,Canada,Tech,Remote,2021,43.3,111,100,8.8,6,100,Low,10.9,40423.29
EMP014298,57,Germany,Retail,Hybrid,2021,30.7,107,100,4.7,1,100,Low,9.3,130616.37
EMP014299,27,Australia,Tech,On-site,2019,58.5,99,99,8.9,0,100,High,10.1,120440.54
EMP014300,54,USA,Healthcare,On-site,2025,40.0,119,100,6.5,2,100,Low,10.5,41555.81
EMP014301,24,Canada,Finance,On-site,2023,53.1,76,85,4.5,5,90,High,9.1,57002.36
EMP014302,29,Germany,Tech,Remote,2019,52.7,92,79,4.6,2,81,High,8.9,77563.14
EMP014303,29,USA,Finance,Remote,2025,42.0,93,99,6.5,6,99,Low,9.3,82520.28
EMP014304,46,USA,Retail,On-site,2021,45.2,80,94,4.8,1,93,Medium,10.1,64590.75
EMP014305,27,UK,Retail,On-site,2018,32.2,80,100,4.3,6,98,Low,9.5,82648.46
EMP014306,22,UK,Finance,On-site,2025,34.1,115,100,6.3,4,100,Low,10.4,105202.62
EMP014307,35,Germany,Finance,On-site,2024,39.4,92,100,7.7,3,100,Low,10.6,32337.57
EMP014308,57,UK,Tech,On-site,2022,40.7,93,100,8.8,6,100,Low,9.9,126988.82
EMP014309,46,Australia,Tech,Hybrid,2018,53.7,90,77,4.6,3,69,High,6.5,96488.06
EMP014310,33,Germany,Healthcare,On-site,2020,50.5,94,86,5.8,0,81,Medium,7.9,132718.33
EMP014311,52,USA,Retail,On-site,2020,46.1,102,95,7.1,1,91,Medium,9.0,76560.21
EMP014312,28,India,Tech,On-site,2024,50.3,94,88,5.0,3,89,Medium,9.8,71977.1
EMP014313,27,Canada,Education,On-site,2022,50.5,114,100,8.0,4,100,Medium,10.9,82956.5
EMP014314,28,Italy,Tech,Hybrid,2022,55.5,90,83,5.2,3,75,High,7.0,32321.66
EMP014315,44,Canada,Education,Hybrid,2024,48.2,97,100,8.0,2,100,Medium,10.4,80059.16
EMP014316,46,Italy,Finance,Hybrid,2023,54.8,78,89,4.9,0,71,High,6.5,46020.43
EMP014317,37,Germany,Healthcare,On-site,2018,48.2,103,99,7.2,4,100,Medium,10.8,142889.52
EMP014318,55,France,Education,On-site,2024,30.1,105,100,5.3,0,100,Low,10.0,143777.2
EMP014319,51,USA,Finance,Remote,2024,37.6,98,100,8.0,1,100,Low,10.5,126793.32
EMP014320,29,France,Finance,On-site,2025,49.8,108,100,8.2,4,100,Medium,9.6,109241.59
EMP014321,34,Australia,Finance,Hybrid,2021,40.5,98,100,6.7,6,100,Low,10.8,41467.32
EMP014322,59,USA,Healthcare,On-site,2025,31.6,111,100,5.6,6,99,Low,10.4,84268.25
EMP014323,31,USA,Finance,Remote,2024,36.4,84,100,6.5,3,100,Low,10.9,134540.48
EMP014324,36,Canada,Healthcare,Hybrid,2019,48.4,103,93,6.4,2,100,Medium,10.9,94445.72
EMP014325,28,Canada,Healthcare,On-site,2025,36.0,75,90,5.5,5,100,Low,9.2,149658.65
EMP014326,35,Australia,Finance,On-site,2021,38.4,86,100,8.1,5,100,Low,9.3,119172.93
EMP014327,54,UK,Retail,Hybrid,2022,43.6,78,90,4.6,3,85,Low,7.7,90251.87
EMP014328,38,Germany,Education,Remote,2023,54.4,77,94,7.2,3,100,High,10.4,62391.52
EMP014329,48,Italy,Retail,Remote,2020,34.8,116,97,5.5,4,100,Low,10.5,36889.24
EMP014330,27,Germany,Healthcare,Hybrid,2025,52.1,84,87,7.0,2,100,High,9.7,61683.27
EMP014331,42,USA,Finance,On-site,2023,36.2,91,100,7.8,5,100,Low,10.7,123059.41
EMP014332,59,India,Retail,Remote,2025,46.4,83,91,6.8,1,94,Medium,9.9,146710.31
EMP014333,47,USA,Healthcare,Remote,2018,51.4,85,100,8.7,2,100,Medium,9.4,124533.74
EMP014334,25,France,Education,Remote,2022,42.4,111,97,5.8,3,100,Low,10.4,136662.05
EMP014335,35,Italy,Education,Remote,2019,56.5,99,90,6.2,3,93,High,9.9,111765.71
EMP014336,35,India,Retail,Remote,2022,31.4,108,100,7.2,3,100,Low,9.4,65859.7
EMP014337,39,USA,Finance,On-site,2025,59.1,89,83,5.1,4,77,High,7.4,110605.37
EMP014338,32,India,Education,Hybrid,2022,57.3,72,78,5.5,5,91,High,9.2,76827.58
EMP014339,23,USA,Finance,On-site,2019,33.5,113,100,7.4,4,100,Low,9.4,91903.23
EMP014340,45,France,Tech,On-site,2020,45.7,72,81,4.6,3,86,Medium,7.9,135487.54
EMP014341,41,Italy,Finance,On-site,2019,43.0,88,100,8.5,5,100,Low,10.4,111100.67
EMP014342,52,USA,Finance,Remote,2020,52.1,80,89,5.9,5,90,High,9.4,108986.1
EMP014343,29,Canada,Healthcare,Remote,2021,33.3,88,83,4.1,4,100,Low,9.4,149733.12
EMP014344,55,USA,Education,On-site,2019,33.0,110,100,5.6,6,95,Low,10.2,132477.65
EMP014345,41,Germany,Education,Hybrid,2025,36.0,119,100,5.4,2,100,Low,10.8,130781.41
EMP014346,59,UK,Retail,On-site,2018,42.1,113,100,8.1,2,100,Low,9.9,92816.7
EMP014347,26,Italy,Healthcare,Hybrid,2025,33.3,88,100,7.5,4,100,Low,10.9,97932.04
